Année d’obtention;Diplôme;Situation;Remarque;Discipline principale agrégée de l’école doctorale;Part de femmes diplômées;Age moyen à la soutenance;Part_docteurs étrangers;Nombre de répondant;Taux de réponse;Part de docteurs déclarant avoir été financés pour réaliser leur thèse;Taux d'insertion;Taux d’emploi stable;Taux d’emploi cadre;Taux d’emploi à temps plein;Répartition des docteurs en emploi dans le secteur académique;Répartition des docteurs en emploi dans le public hors secteur académique;Répartition des docteurs en emploi dans la R&D privée;Répartition des docteurs en emploi dans le privé hors secteur académique et R&D;Taux d’emploi à l’étranger;Taux d’emploi des docteurs dans la même région;1er quartile du salaire net mensuel des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;3ème quartile du salaire net mensuel des emplois à temps plein;Salaire brut annuel moyen estimé;Lib_Etablissement;NUMERO_UAI;Lib_Etablissement_Courant;NUMERO_UAI_Courant
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;35;29;50;15;75;100;86;29;100;100;83;0;17;0;20;nd;2294;2468;2750;30492;ENSM ALBI-CARMAUX;0811200P;ENSM ALBI-CARMAUX;0811200P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;45;29;50;17;77;86;82;63;100;80;47;15;13;26;29;nd;2267;2375;2500;32600;TOULON;0830766G;TOULON;0830766G
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;30;29;29;7;35;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;POITIERS;0860856N;POITIERS;0860856N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;44;38;36;11;44;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;POITIERS;0860856N;POITIERS;0860856N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;25;26;25;4;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;SUPELEC (fermé);0911494E;CENTRALESUP GI;0912341A
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;37;31;63;17;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;PARIS 13;0931238R;PARIS 13;0931238R
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;49;37;58;6;13;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;PARIS 13;0931238R;PARIS 13;0931238R
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;32;30;60;51;46;90;95;69;95;100;53;11;25;11;47;7;2158;2488;2941;39600;;;UNIVERSITE COTE AZUR;0062205P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;49;30;15;17;44;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;UNIVERSITE COTE AZUR;0062205P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;20;28;31;28;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;UNIVERSITE DE PARIS;0755976N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;59;30;32;45;16;97;94;31;98;100;72;8;5;15;50;41;2263;2656;3805;37500;;;UNIVERSITE DE PARIS;0755976N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;67;38;41;18;13;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;UNIVERSITE DE PARIS;0755976N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;45;nd;nd;92;55;65;91;64;94;82;58;20;6;16;31;40;2170;2468;3106;34848;;;UNIVERSITE PARIS SCIENCES ET LETTRES;0756036D
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;27;29;54;73;35;92;96;70;90;100;37;4;31;27;38;42;2097;2625;3000;42000;;;INSTITUT POLYTECHNIQUE DE PARIS;0912403T
2014;DOCTORAT;36 mois après le diplôme;;Sciences du vivant;63;30;33;144;65;87;90;44;91;95;58;17;12;13;33;49;2074;2366;3125;33662;;;UNIVERSITE PARIS SACLAY;0912408Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;49;30;15;17;44;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;;;UNIVERSITE COTE AZUR;0062205P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;54;29;30;73;65;87;77;37;97;95;58;16;13;13;36;nd;1875;2125;2674;29400;;;UNIVERSITE GRENOBLE ALPES;0383546Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;42;35;63;28;65;43;93;85;95;100;36;46;4;15;51;nd;2338;2479;2571;26500;;;UNIVERSITE GRENOBLE ALPES;0383546Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;59;30;32;45;16;97;93;21;93;100;77;14;1;8;44;nd;2263;2656;4190;31076;;;UNIVERSITE DE PARIS;0755976N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;nd;nd;nd;2;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;;;UNIVERSITE PARIS SCIENCES ET LETTRES;0756036D
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;45;35;40;32;60;69;83;49;92;93;53;15;0;32;10;nd;2057;2314;3531;24611;;;UNIVERSITE GUSTAVE EIFFEL;0772894C
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;27;29;54;73;35;92;98;55;94;100;43;7;23;27;40;nd;2314;2813;3125;36600;;;INSTITUT POLYTECHNIQUE DE PARIS;0912403T
2014;DOCTORAT;12 mois après le diplôme;;Sciences du vivant;63;30;33;144;65;87;89;29;95;96;62;20;9;9;37;nd;2074;2394;3438;30000;;;UNIVERSITE PARIS SACLAY;0912408Y
